5 0.0744566

6 0.109808

7 0.574972

8 1.02943

9 1.65396

10 1.87783

11 2.44231

12 2.55243

13 2.88243

14 3.54936

15 4.88063

16 5.24176

17 6.43227

18 7.34215

19 7.63704

20 7.94256

21 10.5894

22 11.4831

23 12.3704

24 13.2729

25 15.2819

26 15.424

27 15.4694

28 15.6202

29 15.7724

30 15.8624

31 15.9433

32 16.0451

33 17.103

34 17.4084

35 17.9354

36 18.101

37 18.5962

38 19.2121

39 20.6095

40 21.0767

41 23.6517

42 23.9566

43 24.6333

44 26.4046

45 27.2461

46 29.0684

47 29.2795

